"Block","Treatment","Surface_area_cm2","Species","Tissue","ID"
2,"F1",400,"OtherForb","BelowStem","696"
2,"F1",400,"Sphagnum","Green","642"
2,"F1",400,"OtherMoss","Green","643"
2,"F1",400,"Lichen","Live","940"
2,"F1",400,"Attached","Wood",NA
2,"F1",400,"Attached","Litter","1016"
2,"F1",400,"Loose","Litter",NA
2,"F2",400,"Erivag","BladeSheathInflCulm","1112"
2,"F2",400,"Erivag","Rhizome","1113"
2,"F2",400,"Carbig","BladeSheathInflCulm","458"
2,"F2",400,"Carbig","Rhizome",NA
2,"F2",400,"OtherGraminoid","BladeSheathInflCulm",NA
2,"F2",400,"OtherGraminoid","Rhizome",NA
2,"F2",400,"Betnan","NewLeaves","1082"
2,"F2",400,"Betnan","NewStems","1195"
2,"F2",400,"Betnan","OldStems","1083"
2,"F2",400,"Betnan","Inflor","1197"
2,"F2",400,"Betnan","BelowStem","1085"
2,"F2",400,"Salpul","NewLeaves","1173"
2,"F2",400,"Salpul","NewStems","1178"
2,"F2",400,"Salpul","OldStems","1176"
2,"F2",400,"Salpul","Inflor",NA
2,"F2",400,"Salpul","BelowStem","1179"
2,"F2",400,"Vaculi","NewLeaves","1086"
2,"F2",400,"Vaculi","NewStems","1184"
2,"F2",400,"Vaculi","OldStems","1088"
2,"F2",400,"Vaculi","Inflor",NA
2,"F2",400,"Vaculi","BelowStem","1089"
2,"F2",400,"OtherDeciduous","NewLeaves","454"
2,"F2",400,"OtherDeciduous","NewStems","457"
2,"F2",400,"OtherDeciduous","OldStems","460"
2,"F2",400,"OtherDeciduous","Inflor",NA
2,"F2",400,"OtherDeciduous","BelowStem","463"
2,"F2",400,"Ledpal","NewLeaves","1091"
2,"F2",400,"Ledpal","NewStems","1092"
2,"F2",400,"Ledpal","OldLeaves","1094"
2,"F2",400,"Ledpal","OldStems","1095"
2,"F2",400,"Ledpal","Inflor","1097"
2,"F2",400,"Ledpal","BelowStem","1098"
2,"F2",400,"Vacvit","NewLeaves","1100"
2,"F2",400,"Vacvit","NewStems","1101"
2,"F2",400,"Vacvit","OldLeaves","1103"
2,"F2",400,"Vacvit","OldStems","1104"
2,"F2",400,"Vacvit","Inflor","1106"
2,"F2",400,"Vacvit","BelowStem","1107"
2,"F2",400,"Castet","NewStems",NA
2,"F2",400,"Castet","OldStems",NA
2,"F2",400,"Castet","Inflor",NA
2,"F2",400,"Castet","BelowStem",NA
2,"F2",400,"OtherEvergreen","NewLeaves","1115"
2,"F2",400,"OtherEvergreen","NewStems","1116"
2,"F2",400,"OtherEvergreen","OldLeaves","1117"
2,"F2",400,"OtherEvergreen","OldStems","1118"
2,"F2",400,"OtherEvergreen","Inflor","1119"
2,"F2",400,"OtherEvergreen","BelowStem","1120"
2,"F2",400,"Rubcha","LeavesStems","1109"
2,"F2",400,"Rubcha","InflorStalks",NA
2,"F2",400,"Rubcha","BelowStem","1110"
2,"F2",400,"Petfri","LeavesStems",NA
2,"F2",400,"Petfri","InflorStalks",NA
2,"F2",400,"Petfri","BelowStem",NA
2,"F2",400,"OtherForb","LeavesStems","1148"
2,"F2",400,"OtherForb","InflorStalks",NA
2,"F2",400,"OtherForb","BelowStem",NA
2,"F2",400,"Sphagnum","Green","1177"
2,"F2",400,"OtherMoss","Green","1108"
2,"F2",400,"Lichen","Live","1111"
2,"F2",400,"Attached","Wood",NA
2,"F2",400,"Attached","Litter","1114"
2,"F2",400,"Loose","Litter",NA
2,"F5",400,"Erivag","BladeSheathInflCulm","928"
2,"F5",400,"Erivag","Rhizome","929"
2,"F5",400,"Carbig","BladeSheathInflCulm","1022"
2,"F5",400,"Carbig","Rhizome","503"
2,"F5",400,"OtherGraminoid","BladeSheathInflCulm","504"
2,"F5",400,"OtherGraminoid","Rhizome","505"
2,"F5",400,"Betnan","NewLeaves","911"
2,"F5",400,"Betnan","NewStems","912"
2,"F5",400,"Betnan","OldStems","913"
2,"F5",400,"Betnan","Inflor","914"
2,"F5",400,"Betnan","BelowStem","915"
2,"F5",400,"Salpul","NewLeaves","510"
2,"F5",400,"Salpul","NewStems",NA
2,"F5",400,"Salpul","OldStems","528"
2,"F5",400,"Salpul","Inflor",NA
2,"F5",400,"Salpul","BelowStem",NA
2,"F5",400,"Vaculi","NewLeaves","927"
2,"F5",400,"Vaculi","NewStems","533"
2,"F5",400,"Vaculi","OldStems","534"
2,"F5",400,"Vaculi","Inflor",NA
2,"F5",400,"Vaculi","BelowStem",NA
2,"F5",400,"OtherDeciduous","NewLeaves",NA
2,"F5",400,"OtherDeciduous","NewStems",NA
2,"F5",400,"OtherDeciduous","OldStems",NA
2,"F5",400,"OtherDeciduous","Inflor",NA
2,"F5",400,"OtherDeciduous","BelowStem",NA
2,"F5",400,"Ledpal","NewLeaves","905"
2,"F5",400,"Ledpal","NewStems","906"
2,"F5",400,"Ledpal","OldLeaves","907"
2,"F5",400,"Ledpal","OldStems","908"
2,"F5",400,"Ledpal","Inflor","909"
2,"F5",400,"Ledpal","BelowStem","910"
2,"F5",400,"Vacvit","NewLeaves","922"
2,"F5",400,"Vacvit","NewStems","923"
2,"F5",400,"Vacvit","OldLeaves","924"
2,"F5",400,"Vacvit","OldStems","925"
2,"F5",400,"Vacvit","Inflor",NA
2,"F5",400,"Vacvit","BelowStem","607"
2,"F5",400,"Castet","NewStems",NA
2,"F5",400,"Castet","OldStems",NA
2,"F5",400,"Castet","Inflor",NA
2,"F5",400,"Castet","BelowStem",NA
2,"F5",400,"OtherEvergreen","NewLeaves","916"
2,"F5",400,"OtherEvergreen","NewStems","917"
2,"F5",400,"OtherEvergreen","OldLeaves","918"
2,"F5",400,"OtherEvergreen","OldStems","919"
2,"F5",400,"OtherEvergreen","Inflor",NA
2,"F5",400,"OtherEvergreen","BelowStem","921"
2,"F5",400,"Rubcha","LeavesStems",NA
2,"F5",400,"Rubcha","InflorStalks",NA
2,"F5",400,"Rubcha","BelowStem","926"
2,"F5",400,"Petfri","LeavesStems",NA
2,"F5",400,"Petfri","InflorStalks",NA
2,"F5",400,"Petfri","BelowStem",NA
2,"F5",400,"OtherForb","LeavesStems","930"
2,"F5",400,"OtherForb","InflorStalks",NA
2,"F5",400,"OtherForb","BelowStem","1021"
2,"F5",400,"Sphagnum","Green",NA
2,"F5",400,"OtherMoss","Green","904"
2,"F5",400,"Lichen","Live","608"
2,"F5",400,"Attached","Wood","611"
2,"F5",400,"Attached","Litter","610"
2,"F5",400,"Loose","Litter",NA
2,"F10",400,"Erivag","BladeSheathInflCulm",NA
2,"F10",400,"Erivag","Rhizome",NA
2,"F10",400,"Carbig","BladeSheathInflCulm","735"
2,"F10",400,"Carbig","Rhizome","738"
2,"F10",400,"OtherGraminoid","BladeSheathInflCulm",NA
2,"F10",400,"OtherGraminoid","Rhizome","744"
2,"F10",400,"Betnan","NewLeaves","730"
2,"F10",400,"Betnan","NewStems","731"
2,"F10",400,"Betnan","OldStems","732"
2,"F10",400,"Betnan","Inflor","733"
2,"F10",400,"Betnan","BelowStem","734"
2,"F10",400,"Salpul","NewLeaves",NA
2,"F10",400,"Salpul","NewStems",NA
2,"F10",400,"Salpul","OldStems",NA
2,"F10",400,"Salpul","Inflor",NA
2,"F10",400,"Salpul","BelowStem",NA
2,"F10",400,"Vaculi","NewLeaves",NA
2,"F10",400,"Vaculi","NewStems",NA
2,"F10",400,"Vaculi","OldStems",NA
2,"F10",400,"Vaculi","Inflor",NA
2,"F10",400,"Vaculi","BelowStem",NA
2,"F10",400,"OtherDeciduous","NewLeaves",NA
2,"F10",400,"OtherDeciduous","NewStems",NA
2,"F10",400,"OtherDeciduous","OldStems",NA
2,"F10",400,"OtherDeciduous","Inflor",NA
2,"F10",400,"OtherDeciduous","BelowStem",NA
2,"F10",400,"Ledpal","NewLeaves","739"
2,"F10",400,"Ledpal","NewStems","740"
2,"F10",400,"Ledpal","OldLeaves",NA
2,"F10",400,"Ledpal","OldStems","741"
2,"F10",400,"Ledpal","Inflor",NA
2,"F10",400,"Ledpal","BelowStem","742"
2,"F10",400,"Vacvit","NewLeaves",NA
2,"F10",400,"Vacvit","NewStems",NA
2,"F10",400,"Vacvit","OldLeaves",NA
2,"F10",400,"Vacvit","OldStems",NA
2,"F10",400,"Vacvit","Inflor",NA
2,"F10",400,"Vacvit","BelowStem",NA
2,"F10",400,"Castet","NewStems",NA
2,"F10",400,"Castet","OldStems",NA
2,"F10",400,"Castet","Inflor",NA
2,"F10",400,"Castet","BelowStem",NA
2,"F10",400,"OtherEvergreen","NewLeaves",NA
2,"F10",400,"OtherEvergreen","NewStems",NA
2,"F10",400,"OtherEvergreen","OldLeaves",NA
2,"F10",400,"OtherEvergreen","OldStems",NA
2,"F10",400,"OtherEvergreen","Inflor",NA
2,"F10",400,"OtherEvergreen","BelowStem",NA
2,"F10",400,"Rubcha","LeavesStems","736"
2,"F10",400,"Rubcha","InflorStalks",NA
2,"F10",400,"Rubcha","BelowStem","737"
2,"F10",400,"Petfri","LeavesStems",NA
2,"F10",400,"Petfri","InflorStalks",NA
2,"F10",400,"Petfri","BelowStem",NA
2,"F10",400,"OtherForb","LeavesStems",NA
2,"F10",400,"OtherForb","InflorStalks",NA
2,"F10",400,"OtherForb","BelowStem",NA
2,"F10",400,"Sphagnum","Green",NA
2,"F10",400,"OtherMoss","Green","479"
2,"F10",400,"Lichen","Live","743"
2,"F10",400,"Attached","Wood",NA
2,"F10",400,"Attached","Litter","474"
2,"F10",400,"Loose","Litter",NA
3,"CT",400,"Erivag","BladeSheathInflCulm","1045"
3,"CT",400,"Erivag","Rhizome","1048"
3,"CT",400,"Carbig","BladeSheathInflCulm","1152"
3,"CT",400,"Carbig","Rhizome","1160"
3,"CT",400,"OtherGraminoid","BladeSheathInflCulm","982"
3,"CT",400,"OtherGraminoid","Rhizome","985"
3,"CT",400,"Betnan","NewLeaves","986"
3,"CT",400,"Betnan","NewStems","989"
3,"CT",400,"Betnan","OldStems","966"
3,"CT",400,"Betnan","Inflor","1156"
3,"CT",400,"Betnan","BelowStem","983"
3,"CT",400,"Salpul","NewLeaves","1025"
3,"CT",400,"Salpul","NewStems","1028"
3,"CT",400,"Salpul","OldStems","1031"
3,"CT",400,"Salpul","Inflor",NA
3,"CT",400,"Salpul","BelowStem",NA
3,"CT",400,"Vaculi","NewLeaves","988"
3,"CT",400,"Vaculi","NewStems","962"
3,"CT",400,"Vaculi","OldStems","965"
3,"CT",400,"Vaculi","Inflor","968"
3,"CT",400,"Vaculi","BelowStem","971"
3,"CT",400,"OtherDeciduous","NewLeaves",NA
3,"CT",400,"OtherDeciduous","NewStems",NA
3,"CT",400,"OtherDeciduous","OldStems",NA
3,"CT",400,"OtherDeciduous","Inflor",NA
3,"CT",400,"OtherDeciduous","BelowStem",NA
3,"CT",400,"Ledpal","NewLeaves","1043"
3,"CT",400,"Ledpal","NewStems","1049"
3,"CT",400,"Ledpal","OldLeaves","1046"
3,"CT",400,"Ledpal","OldStems","1023"
3,"CT",400,"Ledpal","Inflor","1164"
3,"CT",400,"Ledpal","BelowStem","1026"
3,"CT",400,"Vacvit","NewLeaves","1024"
3,"CT",400,"Vacvit","NewStems","1030"
3,"CT",400,"Vacvit","OldLeaves","1027"
3,"CT",400,"Vacvit","OldStems","1033"
3,"CT",400,"Vacvit","Inflor","1036"
3,"CT",400,"Vacvit","BelowStem","1039"
3,"CT",400,"Castet","NewStems","1032"
3,"CT",400,"Castet","OldStems","1038"
3,"CT",400,"Castet","Inflor","1600"
3,"CT",400,"Castet","BelowStem","1044"
3,"CT",400,"OtherEvergreen","NewLeaves","1041"
3,"CT",400,"OtherEvergreen","NewStems","1050"
3,"CT",400,"OtherEvergreen","OldLeaves","973"
3,"CT",400,"OtherEvergreen","OldStems","976"
3,"CT",400,"OtherEvergreen","Inflor","979"
3,"CT",400,"OtherEvergreen","BelowStem","1594"
3,"CT",400,"Rubcha","LeavesStems",NA
3,"CT",400,"Rubcha","InflorStalks",NA
3,"CT",400,"Rubcha","BelowStem",NA
3,"CT",400,"Petfri","LeavesStems","974"
3,"CT",400,"Petfri","InflorStalks",NA
3,"CT",400,"Petfri","BelowStem","1379"
3,"CT",400,"OtherForb","LeavesStems","977"
3,"CT",400,"OtherForb","InflorStalks","1167"
3,"CT",400,"OtherForb","BelowStem","980"
3,"CT",400,"Sphagnum","Green","1047"
3,"CT",400,"OtherMoss","Green","1037"
3,"CT",400,"Lichen","Live","1040"
3,"CT",400,"Attached","Wood",NA
3,"CT",400,"Attached","Litter","1042"
3,"CT",400,"Loose","Litter",NA
3,"F0.5",400,"Erivag","BladeSheathInflCulm","1957"
3,"F0.5",400,"Erivag","Rhizome","1774"
3,"F0.5",400,"Carbig","BladeSheathInflCulm","1917"
3,"F0.5",400,"Carbig","Rhizome","1920"
3,"F0.5",400,"OtherGraminoid","BladeSheathInflCulm","1891"
3,"F0.5",400,"OtherGraminoid","Rhizome","1892"
3,"F0.5",400,"Betnan","NewLeaves","1893"
3,"F0.5",400,"Betnan","NewStems","1894"
3,"F0.5",400,"Betnan","OldStems","1895"
3,"F0.5",400,"Betnan","Inflor","1828"
3,"F0.5",400,"Betnan","BelowStem","1896"
3,"F0.5",400,"Salpul","NewLeaves","1761"
3,"F0.5",400,"Salpul","NewStems","1762"
3,"F0.5",400,"Salpul","OldStems","1763"
3,"F0.5",400,"Salpul","Inflor",NA
3,"F0.5",400,"Salpul","BelowStem","1766"
3,"F0.5",400,"Vaculi","NewLeaves",NA
3,"F0.5",400,"Vaculi","NewStems",NA
3,"F0.5",400,"Vaculi","OldStems",NA
3,"F0.5",400,"Vaculi","Inflor",NA
3,"F0.5",400,"Vaculi","BelowStem",NA
3,"F0.5",400,"OtherDeciduous","NewLeaves",NA
3,"F0.5",400,"OtherDeciduous","NewStems",NA
3,"F0.5",400,"OtherDeciduous","OldStems",NA
3,"F0.5",400,"OtherDeciduous","Inflor",NA
3,"F0.5",400,"OtherDeciduous","BelowStem",NA
3,"F0.5",400,"Ledpal","NewLeaves","1897"
3,"F0.5",400,"Ledpal","NewStems","1898"
3,"F0.5",400,"Ledpal","OldLeaves","1899"
3,"F0.5",400,"Ledpal","OldStems","1900"
3,"F0.5",400,"Ledpal","Inflor","1953"
3,"F0.5",400,"Ledpal","BelowStem","1901"
3,"F0.5",400,"Vacvit","NewLeaves","1902"
3,"F0.5",400,"Vacvit","NewStems","1903"
3,"F0.5",400,"Vacvit","OldLeaves","1904"
3,"F0.5",400,"Vacvit","OldStems","1905"
3,"F0.5",400,"Vacvit","Inflor","1906"
3,"F0.5",400,"Vacvit","BelowStem","1907"
3,"F0.5",400,"Castet","NewStems","1913"
3,"F0.5",400,"Castet","OldStems","1914"
3,"F0.5",400,"Castet","Inflor","1528"
3,"F0.5",400,"Castet","BelowStem","1915"
3,"F0.5",400,"OtherEvergreen","NewLeaves","1671"
3,"F0.5",400,"OtherEvergreen","NewStems","1672"
3,"F0.5",400,"OtherEvergreen","OldLeaves","1673"
3,"F0.5",400,"OtherEvergreen","OldStems","1674"
3,"F0.5",400,"OtherEvergreen","Inflor",NA
3,"F0.5",400,"OtherEvergreen","BelowStem","1675"
3,"F0.5",400,"Rubcha","LeavesStems",NA
3,"F0.5",400,"Rubcha","InflorStalks",NA
3,"F0.5",400,"Rubcha","BelowStem",NA
3,"F0.5",400,"Petfri","LeavesStems","1908"
3,"F0.5",400,"Petfri","InflorStalks",NA
3,"F0.5",400,"Petfri","BelowStem","1916"
3,"F0.5",400,"OtherForb","LeavesStems","1911"
3,"F0.5",400,"OtherForb","InflorStalks","1954"
3,"F0.5",400,"OtherForb","BelowStem","1912"
3,"F0.5",400,"Sphagnum","Green","1918"
3,"F0.5",400,"OtherMoss","Green","1909"
3,"F0.5",400,"Lichen","Live","1910"
3,"F0.5",400,"Attached","Wood","1919"
3,"F0.5",400,"Attached","Litter","1770"
3,"F0.5",400,"Loose","Litter",NA
3,"F1",400,"Erivag","BladeSheathInflCulm",NA
3,"F1",400,"Erivag","Rhizome",NA
3,"F1",400,"Carbig","BladeSheathInflCulm","774"
3,"F1",400,"Carbig","Rhizome","780"
3,"F1",400,"OtherGraminoid","BladeSheathInflCulm",NA
3,"F1",400,"OtherGraminoid","Rhizome",NA
3,"F1",400,"Betnan","NewLeaves","777"
3,"F1",400,"Betnan","NewStems","803"
3,"F1",400,"Betnan","OldStems","806"
3,"F1",400,"Betnan","Inflor","1304"
3,"F1",400,"Betnan","BelowStem","809"
3,"F1",400,"Salpul","NewLeaves","801"
3,"F1",400,"Salpul","NewStems","804"
3,"F1",400,"Salpul","OldStems","807"
3,"F1",400,"Salpul","Inflor",NA
3,"F1",400,"Salpul","BelowStem",NA
3,"F1",400,"Vaculi","NewLeaves","1206"
3,"F1",400,"Vaculi","NewStems","1207"
3,"F1",400,"Vaculi","OldStems","1208"
3,"F1",400,"Vaculi","Inflor",NA
3,"F1",400,"Vaculi","BelowStem",NA
3,"F1",400,"OtherDeciduous","NewLeaves",NA
3,"F1",400,"OtherDeciduous","NewStems",NA
3,"F1",400,"OtherDeciduous","OldStems",NA
3,"F1",400,"OtherDeciduous","Inflor",NA
3,"F1",400,"OtherDeciduous","BelowStem",NA
3,"F1",400,"Ledpal","NewLeaves","1054"
3,"F1",400,"Ledpal","NewStems","1051"
3,"F1",400,"Ledpal","OldLeaves","1057"
3,"F1",400,"Ledpal","OldStems","1060"
3,"F1",400,"Ledpal","Inflor","1066"
3,"F1",400,"Ledpal","BelowStem","1063"
3,"F1",400,"Vacvit","NewLeaves","1069"
3,"F1",400,"Vacvit","NewStems","1072"
3,"F1",400,"Vacvit","OldLeaves","1075"
3,"F1",400,"Vacvit","OldStems","1078"
3,"F1",400,"Vacvit","Inflor",NA
3,"F1",400,"Vacvit","BelowStem","1052"
3,"F1",400,"Castet","NewStems",NA
3,"F1",400,"Castet","OldStems",NA
3,"F1",400,"Castet","Inflor",NA
3,"F1",400,"Castet","BelowStem",NA
3,"F1",400,"OtherEvergreen","NewLeaves","1055"
3,"F1",400,"OtherEvergreen","NewStems","1058"
3,"F1",400,"OtherEvergreen","OldLeaves","1061"
3,"F1",400,"OtherEvergreen","OldStems","1064"
3,"F1",400,"OtherEvergreen","Inflor","1070"
3,"F1",400,"OtherEvergreen","BelowStem","1067"
3,"F1",400,"Rubcha","LeavesStems",NA
3,"F1",400,"Rubcha","InflorStalks",NA
3,"F1",400,"Rubcha","BelowStem",NA
3,"F1",400,"Petfri","LeavesStems",NA
3,"F1",400,"Petfri","InflorStalks",NA
3,"F1",400,"Petfri","BelowStem",NA
3,"F1",400,"OtherForb","LeavesStems","1073"
3,"F1",400,"OtherForb","InflorStalks",NA
3,"F1",400,"OtherForb","BelowStem","1310"
3,"F1",400,"Sphagnum","Green","1076"
3,"F1",400,"OtherMoss","Green","1079"
3,"F1",400,"Lichen","Live","1053"
3,"F1",400,"Attached","Wood",NA
3,"F1",400,"Attached","Litter",NA
3,"F1",400,"Loose","Litter",NA
3,"F2",400,"Erivag","BladeSheathInflCulm","835"
3,"F2",400,"Erivag","Rhizome",NA
3,"F2",400,"Carbig","BladeSheathInflCulm","812"
3,"F2",400,"Carbig","Rhizome","815"
3,"F2",400,"OtherGraminoid","BladeSheathInflCulm","818"
3,"F2",400,"OtherGraminoid","Rhizome","821"
3,"F2",400,"Betnan","NewLeaves","824"
3,"F2",400,"Betnan","NewStems","827"
3,"F2",400,"Betnan","OldStems","850"
3,"F2",400,"Betnan","Inflor","833"
3,"F2",400,"Betnan","BelowStem","836"
3,"F2",400,"Salpul","NewLeaves",NA
3,"F2",400,"Salpul","NewStems",NA
3,"F2",400,"Salpul","OldStems",NA
3,"F2",400,"Salpul","Inflor",NA
3,"F2",400,"Salpul","BelowStem",NA
3,"F2",400,"Vaculi","NewLeaves","1266"
3,"F2",400,"Vaculi","NewStems","1267"
3,"F2",400,"Vaculi","OldStems","1268"
3,"F2",400,"Vaculi","Inflor","1289"
3,"F2",400,"Vaculi","BelowStem","1290"
3,"F2",400,"OtherDeciduous","NewLeaves","1328"
3,"F2",400,"OtherDeciduous","NewStems","1270"
3,"F2",400,"OtherDeciduous","OldStems","1330"
3,"F2",400,"OtherDeciduous","Inflor","1329"
3,"F2",400,"OtherDeciduous","BelowStem","1331"
3,"F2",400,"Ledpal","NewLeaves","839"
3,"F2",400,"Ledpal","NewStems","813"
3,"F2",400,"Ledpal","OldLeaves","816"
3,"F2",400,"Ledpal","OldStems","819"
3,"F2",400,"Ledpal","Inflor","822"
3,"F2",400,"Ledpal","BelowStem","825"
3,"F2",400,"Vacvit","NewLeaves","828"
3,"F2",400,"Vacvit","NewStems","831"
3,"F2",400,"Vacvit","OldLeaves","834"
3,"F2",400,"Vacvit","OldStems","837"
3,"F2",400,"Vacvit","Inflor","1624"
3,"F2",400,"Vacvit","BelowStem","844"
3,"F2",400,"Castet","NewStems",NA
3,"F2",400,"Castet","OldStems",NA
3,"F2",400,"Castet","Inflor",NA
3,"F2",400,"Castet","BelowStem",NA
3,"F2",400,"OtherEvergreen","NewLeaves",NA
3,"F2",400,"OtherEvergreen","NewStems",NA
3,"F2",400,"OtherEvergreen","OldLeaves",NA
3,"F2",400,"OtherEvergreen","OldStems",NA
3,"F2",400,"OtherEvergreen","Inflor",NA
3,"F2",400,"OtherEvergreen","BelowStem",NA
3,"F2",400,"Rubcha","LeavesStems","841"
3,"F2",400,"Rubcha","InflorStalks",NA
3,"F2",400,"Rubcha","BelowStem","847"
3,"F2",400,"Petfri","LeavesStems",NA
3,"F2",400,"Petfri","InflorStalks",NA
3,"F2",400,"Petfri","BelowStem",NA
3,"F2",400,"OtherForb","LeavesStems","1349"
3,"F2",400,"OtherForb","InflorStalks",NA
3,"F2",400,"OtherForb","BelowStem",NA
3,"F2",400,"Sphagnum","Green","859"
3,"F2",400,"OtherMoss","Green","856"
3,"F2",400,"Lichen","Live","853"
3,"F2",400,"Attached","Wood",NA
3,"F2",400,"Attached","Litter","862"
3,"F2",400,"Loose","Litter",NA
3,"F5",400,"Erivag","BladeSheathInflCulm","1152"
3,"F5",400,"Erivag","Rhizome","1156"
3,"F5",400,"Carbig","BladeSheathInflCulm","1471"
3,"F5",400,"Carbig","Rhizome",NA
3,"F5",400,"OtherGraminoid","BladeSheathInflCulm","1520"
3,"F5",400,"OtherGraminoid","Rhizome","1521"
3,"F5",400,"Betnan","NewLeaves","1506"
3,"F5",400,"Betnan","NewStems","1507"
3,"F5",400,"Betnan","OldStems","1509"
3,"F5",400,"Betnan","Inflor","1508"
3,"F5",400,"Betnan","BelowStem","1510"
3,"F5",400,"Salpul","NewLeaves",NA
3,"F5",400,"Salpul","NewStems",NA
3,"F5",400,"Salpul","OldStems",NA
3,"F5",400,"Salpul","Inflor",NA
3,"F5",400,"Salpul","BelowStem",NA
3,"F5",400,"Vaculi","NewLeaves",NA
3,"F5",400,"Vaculi","NewStems",NA
3,"F5",400,"Vaculi","OldStems",NA
3,"F5",400,"Vaculi","Inflor",NA
3,"F5",400,"Vaculi","BelowStem",NA
3,"F5",400,"OtherDeciduous","NewLeaves",NA
3,"F5",400,"OtherDeciduous","NewStems",NA
3,"F5",400,"OtherDeciduous","OldStems",NA
3,"F5",400,"OtherDeciduous","Inflor",NA
3,"F5",400,"OtherDeciduous","BelowStem",NA
3,"F5",400,"Ledpal","NewLeaves","1511"
3,"F5",400,"Ledpal","NewStems","1512"
3,"F5",400,"Ledpal","OldLeaves","1513"
3,"F5",400,"Ledpal","OldStems","1514"
3,"F5",400,"Ledpal","Inflor","1515"
3,"F5",400,"Ledpal","BelowStem","1566"
3,"F5",400,"Vacvit","NewLeaves","1567"
3,"F5",400,"Vacvit","NewStems","1568"
3,"F5",400,"Vacvit","OldLeaves","1522"
3,"F5",400,"Vacvit","OldStems","1523"
3,"F5",400,"Vacvit","Inflor","1571"
3,"F5",400,"Vacvit","BelowStem","1572"
3,"F5",400,"Castet","NewStems","1519"
3,"F5",400,"Castet","OldStems","1517"
3,"F5",400,"Castet","Inflor","1475"
3,"F5",400,"Castet","BelowStem","1518"
3,"F5",400,"OtherEvergreen","NewLeaves",NA
3,"F5",400,"OtherEvergreen","NewStems",NA
3,"F5",400,"OtherEvergreen","OldLeaves",NA
3,"F5",400,"OtherEvergreen","OldStems",NA
3,"F5",400,"OtherEvergreen","Inflor",NA
3,"F5",400,"OtherEvergreen","BelowStem",NA
3,"F5",400,"Rubcha","LeavesStems",NA
3,"F5",400,"Rubcha","InflorStalks",NA
3,"F5",400,"Rubcha","BelowStem",NA
3,"F5",400,"Petfri","LeavesStems","1625"
3,"F5",400,"Petfri","InflorStalks",NA
3,"F5",400,"Petfri","BelowStem","1626"
3,"F5",400,"OtherForb","LeavesStems","1408"
3,"F5",400,"OtherForb","InflorStalks","1409"
3,"F5",400,"OtherForb","BelowStem","1410"
3,"F5",400,"Sphagnum","Green",NA
3,"F5",400,"OtherMoss","Green","1619"
3,"F5",400,"Lichen","Live","1489"
3,"F5",400,"Attached","Wood",NA
3,"F5",400,"Attached","Litter","1516"
3,"F5",400,"Loose","Litter",NA
3,"F10",400,"Erivag","BladeSheathInflCulm","1588"
3,"F10",400,"Erivag","Rhizome","1589"
3,"F10",400,"Carbig","BladeSheathInflCulm",NA
3,"F10",400,"Carbig","Rhizome",NA
3,"F10",400,"OtherGraminoid","BladeSheathInflCulm","1399"
3,"F10",400,"OtherGraminoid","Rhizome","1400"
3,"F10",400,"Betnan","NewLeaves","1447"
3,"F10",400,"Betnan","NewStems","1448"
3,"F10",400,"Betnan","OldStems","1449"
3,"F10",400,"Betnan","Inflor","1450"
3,"F10",400,"Betnan","BelowStem","1392"
3,"F10",400,"Salpul","NewLeaves","1452"
3,"F10",400,"Salpul","NewStems","1453"
3,"F10",400,"Salpul","OldStems","1454"
3,"F10",400,"Salpul","Inflor",NA
3,"F10",400,"Salpul","BelowStem",NA
3,"F10",400,"Vaculi","NewLeaves","1296"
3,"F10",400,"Vaculi","NewStems","1297"
3,"F10",400,"Vaculi","OldStems","1298"
3,"F10",400,"Vaculi","Inflor","1299"
3,"F10",400,"Vaculi","BelowStem",NA
3,"F10",400,"OtherDeciduous","NewLeaves",NA
3,"F10",400,"OtherDeciduous","NewStems",NA
3,"F10",400,"OtherDeciduous","OldStems",NA
3,"F10",400,"OtherDeciduous","Inflor",NA
3,"F10",400,"OtherDeciduous","BelowStem",NA
3,"F10",400,"Ledpal","NewLeaves","1582"
3,"F10",400,"Ledpal","NewStems","1583"
3,"F10",400,"Ledpal","OldLeaves","1584"
3,"F10",400,"Ledpal","OldStems","1585"
3,"F10",400,"Ledpal","Inflor","1586"
3,"F10",400,"Ledpal","BelowStem","1587"
3,"F10",400,"Vacvit","NewLeaves",NA
3,"F10",400,"Vacvit","NewStems",NA
3,"F10",400,"Vacvit","OldLeaves",NA
3,"F10",400,"Vacvit","OldStems",NA
3,"F10",400,"Vacvit","Inflor",NA
3,"F10",400,"Vacvit","BelowStem",NA
3,"F10",400,"Castet","NewStems",NA
3,"F10",400,"Castet","OldStems",NA
3,"F10",400,"Castet","Inflor",NA
3,"F10",400,"Castet","BelowStem",NA
3,"F10",400,"OtherEvergreen","NewLeaves","1393"
3,"F10",400,"OtherEvergreen","NewStems","1394"
3,"F10",400,"OtherEvergreen","OldLeaves","1395"
3,"F10",400,"OtherEvergreen","OldStems","1396"
3,"F10",400,"OtherEvergreen","Inflor",NA
3,"F10",400,"OtherEvergreen","BelowStem","1446"
3,"F10",400,"Rubcha","LeavesStems",NA
3,"F10",400,"Rubcha","InflorStalks",NA
3,"F10",400,"Rubcha","BelowStem",NA
3,"F10",400,"Petfri","LeavesStems",NA
3,"F10",400,"Petfri","InflorStalks",NA
3,"F10",400,"Petfri","BelowStem",NA
3,"F10",400,"OtherForb","LeavesStems",NA
