"Block","Treatment","Quad","Surface_area_cm2","Species","Tissue","Mass_g"
1,"F1",1,400,"Betnan","NewLeaves",1.092
1,"F1",1,400,"Betnan","NewStems",0.094
1,"F1",1,400,"Betnan","OldStems",2.765
1,"F1",1,400,"Betnan","Inflor",0.058
1,"F1",1,400,"Betnan","BelowStem",16.819
1,"F1",1,400,"Salpul","NewLeaves",0
1,"F1",1,400,"Salpul","NewStems",0
1,"F1",1,400,"Salpul","OldStems",0
1,"F1",1,400,"Salpul","Inflor",0
1,"F1",1,400,"Salpul","BelowStem",0
1,"F1",1,400,"Vaculi","NewLeaves",0.145
1,"F1",1,400,"Vaculi","NewStems",0.028
1,"F1",1,400,"Vaculi","OldStems",0.343
1,"F1",1,400,"Vaculi","Inflor",0
1,"F1",1,400,"Vaculi","BelowStem",0.129
1,"F1",1,400,"OtherDeciduous","NewLeaves",0
1,"F1",1,400,"OtherDeciduous","NewStems",0
1,"F1",1,400,"OtherDeciduous","OldStems",0
1,"F1",1,400,"OtherDeciduous","Inflor",0
1,"F1",1,400,"OtherDeciduous","BelowStem",0
1,"F1",1,400,"Ledpal","NewLeaves",1.015
1,"F1",1,400,"Ledpal","NewStems",0.272
1,"F1",1,400,"Ledpal","OldLeaves",0.361
1,"F1",1,400,"Ledpal","OldStems",2.222
1,"F1",1,400,"Ledpal","Inflor",0.16
1,"F1",1,400,"Ledpal","BelowStem",14.346
1,"F1",1,400,"Vacvit","NewLeaves",1.489
1,"F1",1,400,"Vacvit","NewStems",0.26
1,"F1",1,400,"Vacvit","OldLeaves",2.454
1,"F1",1,400,"Vacvit","OldStems",1.195
1,"F1",1,400,"Vacvit","Inflor",0.388
1,"F1",1,400,"Vacvit","BelowStem",3.858
1,"F1",1,400,"Castet","NewStems",0
1,"F1",1,400,"Castet","OldStems",0
1,"F1",1,400,"Castet","Inflor",0
1,"F1",1,400,"Castet","BelowStem",0
1,"F1",1,400,"OtherEvergreen","NewLeaves",0
1,"F1",1,400,"OtherEvergreen","NewStems",0
1,"F1",1,400,"OtherEvergreen","OldLeaves",0
1,"F1",1,400,"OtherEvergreen","OldStems",0
1,"F1",1,400,"OtherEvergreen","Inflor",0
1,"F1",1,400,"OtherEvergreen","BelowStem",0
1,"F1",1,400,"Rubcha","LeavesStems",0
1,"F1",1,400,"Rubcha","InflorStalks",0
1,"F1",1,400,"Rubcha","BelowStem",1.586
1,"F1",1,400,"Petfri","LeavesStems",0
1,"F1",1,400,"Petfri","InflorStalks",0
1,"F1",1,400,"Petfri","BelowStem",0
1,"F1",1,400,"OtherForb","LeavesStems",0.108
1,"F1",1,400,"OtherForb","InflorStalks",0
1,"F1",1,400,"OtherForb","BelowStem",0
1,"F1",1,400,"Sphagnum","Green",0
1,"F1",1,400,"OtherMoss","Green",7.572
1,"F1",1,400,"Lichen","Live",1.759
1,"F1",1,400,"Attached","Wood",0
1,"F1",1,400,"Attached","Litter",2.867
1,"F1",1,400,"Loose","Litter",NA
1,"F1",2,400,"Erivag","BladeSheathInflCulm",0.081
1,"F1",2,400,"Erivag","Rhizome",0.01
1,"F1",2,400,"Carbig","BladeSheathInflCulm",0
1,"F1",2,400,"Carbig","Rhizome",0
1,"F1",2,400,"OtherGraminoid","BladeSheathInflCulm",0
1,"F1",2,400,"OtherGraminoid","Rhizome",0
1,"F1",2,400,"Betnan","NewLeaves",0.988
1,"F1",2,400,"Betnan","NewStems",0.197
1,"F1",2,400,"Betnan","OldStems",6.508
1,"F1",2,400,"Betnan","Inflor",0
1,"F1",2,400,"Betnan","BelowStem",8.835
1,"F1",2,400,"Salpul","NewLeaves",0
1,"F1",2,400,"Salpul","NewStems",0
1,"F1",2,400,"Salpul","OldStems",0
1,"F1",2,400,"Salpul","Inflor",0
1,"F1",2,400,"Salpul","BelowStem",0
1,"F1",2,400,"Vaculi","NewLeaves",0
1,"F1",2,400,"Vaculi","NewStems",0
1,"F1",2,400,"Vaculi","OldStems",0
1,"F1",2,400,"Vaculi","Inflor",0
1,"F1",2,400,"Vaculi","BelowStem",0
1,"F1",2,400,"OtherDeciduous","NewLeaves",0
1,"F1",2,400,"OtherDeciduous","NewStems",0
1,"F1",2,400,"OtherDeciduous","OldStems",0
1,"F1",2,400,"OtherDeciduous","Inflor",0
1,"F1",2,400,"OtherDeciduous","BelowStem",0
1,"F1",2,400,"Ledpal","NewLeaves",0.178
1,"F1",2,400,"Ledpal","NewStems",0.065
1,"F1",2,400,"Ledpal","OldLeaves",1.274
1,"F1",2,400,"Ledpal","OldStems",5.809
1,"F1",2,400,"Ledpal","Inflor",0.208
1,"F1",2,400,"Ledpal","BelowStem",4.53
1,"F1",2,400,"Vacvit","NewLeaves",0.653
1,"F1",2,400,"Vacvit","NewStems",0.08
1,"F1",2,400,"Vacvit","OldLeaves",1.453
1,"F1",2,400,"Vacvit","OldStems",0.709
1,"F1",2,400,"Vacvit","Inflor",0
1,"F1",2,400,"Vacvit","BelowStem",2.747
1,"F1",2,400,"Castet","NewStems",0.087
1,"F1",2,400,"Castet","OldStems",1.386
1,"F1",2,400,"Castet","Inflor",0
1,"F1",2,400,"Castet","BelowStem",1.079
1,"F1",2,400,"OtherEvergreen","NewLeaves",0
1,"F1",2,400,"OtherEvergreen","NewStems",0
1,"F1",2,400,"OtherEvergreen","OldLeaves",0
1,"F1",2,400,"OtherEvergreen","OldStems",0
1,"F1",2,400,"OtherEvergreen","Inflor",0
1,"F1",2,400,"OtherEvergreen","BelowStem",0
1,"F1",2,400,"Rubcha","LeavesStems",0.343
1,"F1",2,400,"Rubcha","InflorStalks",0
1,"F1",2,400,"Rubcha","BelowStem",0.885
1,"F1",2,400,"Petfri","LeavesStems",0
1,"F1",2,400,"Petfri","InflorStalks",0
1,"F1",2,400,"Petfri","BelowStem",0
1,"F1",2,400,"OtherForb","LeavesStems",0
1,"F1",2,400,"OtherForb","InflorStalks",0
1,"F1",2,400,"OtherForb","BelowStem",0
1,"F1",2,400,"Sphagnum","Green",0
1,"F1",2,400,"OtherMoss","Green",NA
1,"F1",2,400,"Lichen","Live",NA
1,"F1",2,400,"Attached","Wood",0
1,"F1",2,400,"Attached","Litter",0
1,"F1",2,400,"Loose","Litter",NA
1,"F1",3,400,"Erivag","BladeSheathInflCulm",0.447
1,"F1",3,400,"Erivag","Rhizome",0.359
1,"F1",3,400,"Carbig","BladeSheathInflCulm",0
1,"F1",3,400,"Carbig","Rhizome",0
1,"F1",3,400,"OtherGraminoid","BladeSheathInflCulm",0
1,"F1",3,400,"OtherGraminoid","Rhizome",0
1,"F1",3,400,"Betnan","NewLeaves",0.154
1,"F1",3,400,"Betnan","NewStems",0.247
1,"F1",3,400,"Betnan","OldStems",2.537
1,"F1",3,400,"Betnan","Inflor",0
1,"F1",3,400,"Betnan","BelowStem",0.632
1,"F1",3,400,"Salpul","NewLeaves",0
1,"F1",3,400,"Salpul","NewStems",0
1,"F1",3,400,"Salpul","OldStems",0
1,"F1",3,400,"Salpul","Inflor",0
1,"F1",3,400,"Salpul","BelowStem",0
1,"F1",3,400,"Vaculi","NewLeaves",0
1,"F1",3,400,"Vaculi","NewStems",0
1,"F1",3,400,"Vaculi","OldStems",0
1,"F1",3,400,"Vaculi","Inflor",0
1,"F1",3,400,"Vaculi","BelowStem",0
1,"F1",3,400,"OtherDeciduous","NewLeaves",0
1,"F1",3,400,"OtherDeciduous","NewStems",0
1,"F1",3,400,"OtherDeciduous","OldStems",0
1,"F1",3,400,"OtherDeciduous","Inflor",0
1,"F1",3,400,"OtherDeciduous","BelowStem",0
1,"F1",3,400,"Ledpal","NewLeaves",0.665
1,"F1",3,400,"Ledpal","NewStems",0.152
1,"F1",3,400,"Ledpal","OldLeaves",0
1,"F1",3,400,"Ledpal","OldStems",1.583
1,"F1",3,400,"Ledpal","Inflor",0
1,"F1",3,400,"Ledpal","BelowStem",0.442
1,"F1",3,400,"Vacvit","NewLeaves",0.506
1,"F1",3,400,"Vacvit","NewStems",0.082
1,"F1",3,400,"Vacvit","OldLeaves",0.287
1,"F1",3,400,"Vacvit","OldStems",0.28
1,"F1",3,400,"Vacvit","Inflor",0.063
1,"F1",3,400,"Vacvit","BelowStem",0.573
1,"F1",3,400,"Castet","NewStems",0
1,"F1",3,400,"Castet","OldStems",0
1,"F1",3,400,"Castet","Inflor",0
1,"F1",3,400,"Castet","BelowStem",0
1,"F1",3,400,"OtherEvergreen","NewLeaves",0
1,"F1",3,400,"OtherEvergreen","NewStems",0
1,"F1",3,400,"OtherEvergreen","OldLeaves",0
1,"F1",3,400,"OtherEvergreen","OldStems",0
1,"F1",3,400,"OtherEvergreen","Inflor",0
1,"F1",3,400,"OtherEvergreen","BelowStem",0
1,"F1",3,400,"Rubcha","LeavesStems",0
1,"F1",3,400,"Rubcha","InflorStalks",0
1,"F1",3,400,"Rubcha","BelowStem",0
1,"F1",3,400,"Petfri","LeavesStems",0
1,"F1",3,400,"Petfri","InflorStalks",0
1,"F1",3,400,"Petfri","BelowStem",0
1,"F1",3,400,"OtherForb","LeavesStems",0
1,"F1",3,400,"OtherForb","InflorStalks",0
1,"F1",3,400,"OtherForb","BelowStem",0
1,"F1",3,400,"Sphagnum","Green",0
1,"F1",3,400,"OtherMoss","Green",26.71
1,"F1",3,400,"Lichen","Live",8.48
1,"F1",3,400,"Attached","Wood",0
1,"F1",3,400,"Attached","Litter",1.569
1,"F1",3,400,"Loose","Litter",1.402
1,"F1",4,400,"Erivag","BladeSheathInflCulm",0.658
1,"F1",4,400,"Erivag","Rhizome",0.139
1,"F1",4,400,"Carbig","BladeSheathInflCulm",0
1,"F1",4,400,"Carbig","Rhizome",0.298
1,"F1",4,400,"OtherGraminoid","BladeSheathInflCulm",0
1,"F1",4,400,"OtherGraminoid","Rhizome",0
1,"F1",4,400,"Betnan","NewLeaves",0.085
1,"F1",4,400,"Betnan","NewStems",0.007
1,"F1",4,400,"Betnan","OldStems",1.766
1,"F1",4,400,"Betnan","Inflor",0
1,"F1",4,400,"Betnan","BelowStem",2.892
1,"F1",4,400,"Salpul","NewLeaves",0
1,"F1",4,400,"Salpul","NewStems",0
1,"F1",4,400,"Salpul","OldStems",0
1,"F1",4,400,"Salpul","Inflor",0
1,"F1",4,400,"Salpul","BelowStem",0
1,"F1",4,400,"Vaculi","NewLeaves",0
1,"F1",4,400,"Vaculi","NewStems",0
1,"F1",4,400,"Vaculi","OldStems",0
1,"F1",4,400,"Vaculi","Inflor",0
1,"F1",4,400,"Vaculi","BelowStem",0
1,"F1",4,400,"OtherDeciduous","NewLeaves",0
1,"F1",4,400,"OtherDeciduous","NewStems",0
1,"F1",4,400,"OtherDeciduous","OldStems",0
1,"F1",4,400,"OtherDeciduous","Inflor",0
1,"F1",4,400,"OtherDeciduous","BelowStem",0
1,"F1",4,400,"Ledpal","NewLeaves",0.642
1,"F1",4,400,"Ledpal","NewStems",0.127
1,"F1",4,400,"Ledpal","OldLeaves",0.909
1,"F1",4,400,"Ledpal","OldStems",4.077
1,"F1",4,400,"Ledpal","Inflor",0.087
1,"F1",4,400,"Ledpal","BelowStem",0.646
1,"F1",4,400,"Vacvit","NewLeaves",0.477
1,"F1",4,400,"Vacvit","NewStems",0.12
1,"F1",4,400,"Vacvit","OldLeaves",0.401
1,"F1",4,400,"Vacvit","OldStems",0.23
1,"F1",4,400,"Vacvit","Inflor",0
1,"F1",4,400,"Vacvit","BelowStem",1.066
1,"F1",4,400,"Castet","NewStems",0
1,"F1",4,400,"Castet","OldStems",0
1,"F1",4,400,"Castet","Inflor",0
1,"F1",4,400,"Castet","BelowStem",0
1,"F1",4,400,"OtherEvergreen","NewLeaves",0
1,"F1",4,400,"OtherEvergreen","NewStems",0
1,"F1",4,400,"OtherEvergreen","OldLeaves",0
1,"F1",4,400,"OtherEvergreen","OldStems",0
1,"F1",4,400,"OtherEvergreen","Inflor",0
1,"F1",4,400,"OtherEvergreen","BelowStem",0
1,"F1",4,400,"Rubcha","LeavesStems",0.16
1,"F1",4,400,"Rubcha","InflorStalks",0
1,"F1",4,400,"Rubcha","BelowStem",1.51
1,"F1",4,400,"Petfri","LeavesStems",0
1,"F1",4,400,"Petfri","InflorStalks",0
1,"F1",4,400,"Petfri","BelowStem",0
1,"F1",4,400,"OtherForb","LeavesStems",0
1,"F1",4,400,"OtherForb","InflorStalks",0
1,"F1",4,400,"OtherForb","BelowStem",0
1,"F1",4,400,"Sphagnum","Green",0
1,"F1",4,400,"OtherMoss","Green",6.156
1,"F1",4,400,"Lichen","Live",3.413
1,"F1",4,400,"Attached","Wood",0
1,"F1",4,400,"Attached","Litter",0.02
1,"F1",4,400,"Loose","Litter",NA
1,"F2",1,400,"Erivag","BladeSheathInflCulm",5.549
1,"F2",1,400,"Erivag","Rhizome",1.326
1,"F2",1,400,"Carbig","BladeSheathInflCulm",0.109
1,"F2",1,400,"Carbig","Rhizome",0
1,"F2",1,400,"OtherGraminoid","BladeSheathInflCulm",0
1,"F2",1,400,"OtherGraminoid","Rhizome",0
1,"F2",1,400,"Betnan","NewLeaves",0.911
1,"F2",1,400,"Betnan","NewStems",0.119
1,"F2",1,400,"Betnan","OldStems",1.931
1,"F2",1,400,"Betnan","Inflor",0.01
1,"F2",1,400,"Betnan","BelowStem",0
1,"F2",1,400,"Salpul","NewLeaves",0
1,"F2",1,400,"Salpul","NewStems",0
1,"F2",1,400,"Salpul","OldStems",0
1,"F2",1,400,"Salpul","Inflor",0
1,"F2",1,400,"Salpul","BelowStem",0
1,"F2",1,400,"Vaculi","NewLeaves",0
1,"F2",1,400,"Vaculi","NewStems",0
1,"F2",1,400,"Vaculi","OldStems",0
1,"F2",1,400,"Vaculi","Inflor",0
1,"F2",1,400,"Vaculi","BelowStem",0
1,"F2",1,400,"OtherDeciduous","NewLeaves",0
1,"F2",1,400,"OtherDeciduous","NewStems",0
1,"F2",1,400,"OtherDeciduous","OldStems",0
1,"F2",1,400,"OtherDeciduous","Inflor",0
1,"F2",1,400,"OtherDeciduous","BelowStem",0
1,"F2",1,400,"Ledpal","NewLeaves",1.577
1,"F2",1,400,"Ledpal","NewStems",0.465
1,"F2",1,400,"Ledpal","OldLeaves",0.21
1,"F2",1,400,"Ledpal","OldStems",0.758
1,"F2",1,400,"Ledpal","Inflor",0.254
1,"F2",1,400,"Ledpal","BelowStem",6.454
1,"F2",1,400,"Vacvit","NewLeaves",0.154
1,"F2",1,400,"Vacvit","NewStems",0.021
1,"F2",1,400,"Vacvit","OldLeaves",0.017
1,"F2",1,400,"Vacvit","OldStems",0.068
1,"F2",1,400,"Vacvit","Inflor",0
1,"F2",1,400,"Vacvit","BelowStem",0
1,"F2",1,400,"Castet","NewStems",0
1,"F2",1,400,"Castet","OldStems",0
1,"F2",1,400,"Castet","Inflor",0
1,"F2",1,400,"Castet","BelowStem",0
1,"F2",1,400,"OtherEvergreen","NewLeaves",0
1,"F2",1,400,"OtherEvergreen","NewStems",0
1,"F2",1,400,"OtherEvergreen","OldLeaves",0
1,"F2",1,400,"OtherEvergreen","OldStems",0
1,"F2",1,400,"OtherEvergreen","Inflor",0
1,"F2",1,400,"OtherEvergreen","BelowStem",0
1,"F2",1,400,"Rubcha","LeavesStems",0.907
1,"F2",1,400,"Rubcha","InflorStalks",0.009
1,"F2",1,400,"Rubcha","BelowStem",1.289
1,"F2",1,400,"Petfri","LeavesStems",0
1,"F2",1,400,"Petfri","InflorStalks",0
1,"F2",1,400,"Petfri","BelowStem",0
1,"F2",1,400,"OtherForb","LeavesStems",0
1,"F2",1,400,"OtherForb","InflorStalks",0
1,"F2",1,400,"OtherForb","BelowStem",0
1,"F2",1,400,"Sphagnum","Green",0.151
1,"F2",1,400,"OtherMoss","Green",0
1,"F2",1,400,"Lichen","Live",0.243
1,"F2",1,400,"Attached","Wood",0
1,"F2",1,400,"Attached","Litter",0.093
1,"F2",1,400,"Loose","Litter",NA
1,"F2",2,400,"Erivag","BladeSheathInflCulm",0
1,"F2",2,400,"Erivag","Rhizome",0
1,"F2",2,400,"Carbig","BladeSheathInflCulm",0.018
1,"F2",2,400,"Carbig","Rhizome",1.23
1,"F2",2,400,"OtherGraminoid","BladeSheathInflCulm",0.547
1,"F2",2,400,"OtherGraminoid","Rhizome",2.451
1,"F2",2,400,"Betnan","NewLeaves",0
1,"F2",2,400,"Betnan","NewStems",0
1,"F2",2,400,"Betnan","OldStems",0
1,"F2",2,400,"Betnan","Inflor",0
1,"F2",2,400,"Betnan","BelowStem",0
1,"F2",2,400,"Salpul","NewLeaves",0
1,"F2",2,400,"Salpul","NewStems",0
1,"F2",2,400,"Salpul","OldStems",0
1,"F2",2,400,"Salpul","Inflor",0
1,"F2",2,400,"Salpul","BelowStem",0
1,"F2",2,400,"Vaculi","NewLeaves",0
1,"F2",2,400,"Vaculi","NewStems",0
1,"F2",2,400,"Vaculi","OldStems",0
1,"F2",2,400,"Vaculi","Inflor",0
1,"F2",2,400,"Vaculi","BelowStem",0
1,"F2",2,400,"OtherDeciduous","NewLeaves",0
1,"F2",2,400,"OtherDeciduous","NewStems",0
1,"F2",2,400,"OtherDeciduous","OldStems",0
1,"F2",2,400,"OtherDeciduous","Inflor",0
1,"F2",2,400,"OtherDeciduous","BelowStem",0
1,"F2",2,400,"Ledpal","NewLeaves",0.153
1,"F2",2,400,"Ledpal","NewStems",0.076
1,"F2",2,400,"Ledpal","OldLeaves",1.859
1,"F2",2,400,"Ledpal","OldStems",7.439
1,"F2",2,400,"Ledpal","Inflor",0.205
1,"F2",2,400,"Ledpal","BelowStem",12.496
1,"F2",2,400,"Vacvit","NewLeaves",0.137
1,"F2",2,400,"Vacvit","NewStems",0.015
1,"F2",2,400,"Vacvit","OldLeaves",0.647
1,"F2",2,400,"Vacvit","OldStems",0.56
1,"F2",2,400,"Vacvit","Inflor",0
1,"F2",2,400,"Vacvit","BelowStem",1.112
1,"F2",2,400,"Castet","NewStems",0
1,"F2",2,400,"Castet","OldStems",0
1,"F2",2,400,"Castet","Inflor",0
1,"F2",2,400,"Castet","BelowStem",0
1,"F2",2,400,"OtherEvergreen","NewLeaves",0
1,"F2",2,400,"OtherEvergreen","NewStems",0
1,"F2",2,400,"OtherEvergreen","OldLeaves",0
1,"F2",2,400,"OtherEvergreen","OldStems",0
1,"F2",2,400,"OtherEvergreen","Inflor",0
1,"F2",2,400,"OtherEvergreen","BelowStem",0
1,"F2",2,400,"Rubcha","LeavesStems",0.32
1,"F2",2,400,"Rubcha","InflorStalks",0
1,"F2",2,400,"Rubcha","BelowStem",1.127
1,"F2",2,400,"Petfri","LeavesStems",0
1,"F2",2,400,"Petfri","InflorStalks",0
1,"F2",2,400,"Petfri","BelowStem",0
1,"F2",2,400,"OtherForb","LeavesStems",0
1,"F2",2,400,"OtherForb","InflorStalks",0
1,"F2",2,400,"OtherForb","BelowStem",0
1,"F2",2,400,"Sphagnum","Green",0
1,"F2",2,400,"OtherMoss","Green",2.103
1,"F2",2,400,"Lichen","Live",3.148
1,"F2",2,400,"Attached","Wood",0
1,"F2",2,400,"Attached","Litter",0
1,"F2",2,400,"Loose","Litter",NA
1,"F2",3,400,"Erivag","BladeSheathInflCulm",1.142
1,"F2",3,400,"Erivag","Rhizome",0.478
1,"F2",3,400,"Carbig","BladeSheathInflCulm",0.398
1,"F2",3,400,"Carbig","Rhizome",0.705
1,"F2",3,400,"OtherGraminoid","BladeSheathInflCulm",0
1,"F2",3,400,"OtherGraminoid","Rhizome",0
1,"F2",3,400,"Betnan","NewLeaves",0.238
1,"F2",3,400,"Betnan","NewStems",0.027
1,"F2",3,400,"Betnan","OldStems",0.543
1,"F2",3,400,"Betnan","Inflor",0
1,"F2",3,400,"Betnan","BelowStem",6.633
1,"F2",3,400,"Salpul","NewLeaves",0
1,"F2",3,400,"Salpul","NewStems",0
1,"F2",3,400,"Salpul","OldStems",0
1,"F2",3,400,"Salpul","Inflor",0
1,"F2",3,400,"Salpul","BelowStem",0
1,"F2",3,400,"Vaculi","NewLeaves",0
1,"F2",3,400,"Vaculi","NewStems",0
1,"F2",3,400,"Vaculi","OldStems",0
1,"F2",3,400,"Vaculi","Inflor",0
1,"F2",3,400,"Vaculi","BelowStem",0
1,"F2",3,400,"OtherDeciduous","NewLeaves",0
1,"F2",3,400,"OtherDeciduous","NewStems",0
1,"F2",3,400,"OtherDeciduous","OldStems",0
1,"F2",3,400,"OtherDeciduous","Inflor",0
1,"F2",3,400,"OtherDeciduous","BelowStem",0
1,"F2",3,400,"Ledpal","NewLeaves",2.396
1,"F2",3,400,"Ledpal","NewStems",0.643
1,"F2",3,400,"Ledpal","OldLeaves",0.782
1,"F2",3,400,"Ledpal","OldStems",9.158
1,"F2",3,400,"Ledpal","Inflor",0.366
1,"F2",3,400,"Ledpal","BelowStem",20.485
1,"F2",3,400,"Vacvit","NewLeaves",1.003
1,"F2",3,400,"Vacvit","NewStems",0.183
1,"F2",3,400,"Vacvit","OldLeaves",2.207
1,"F2",3,400,"Vacvit","OldStems",1.402
1,"F2",3,400,"Vacvit","Inflor",0
1,"F2",3,400,"Vacvit","BelowStem",1.25
1,"F2",3,400,"Castet","NewStems",0
1,"F2",3,400,"Castet","OldStems",0
1,"F2",3,400,"Castet","Inflor",0
1,"F2",3,400,"Castet","BelowStem",0
1,"F2",3,400,"OtherEvergreen","NewLeaves",0
1,"F2",3,400,"OtherEvergreen","NewStems",0
1,"F2",3,400,"OtherEvergreen","OldLeaves",0
1,"F2",3,400,"OtherEvergreen","OldStems",0
1,"F2",3,400,"OtherEvergreen","Inflor",0
1,"F2",3,400,"OtherEvergreen","BelowStem",0
1,"F2",3,400,"Rubcha","LeavesStems",0.081
1,"F2",3,400,"Rubcha","InflorStalks",0
1,"F2",3,400,"Rubcha","BelowStem",1.512
1,"F2",3,400,"Petfri","LeavesStems",0
1,"F2",3,400,"Petfri","InflorStalks",0
1,"F2",3,400,"Petfri","BelowStem",0
1,"F2",3,400,"OtherForb","LeavesStems",0
1,"F2",3,400,"OtherForb","InflorStalks",0
1,"F2",3,400,"OtherForb","BelowStem",0
1,"F2",3,400,"Sphagnum","Green",0
1,"F2",3,400,"OtherMoss","Green",1.104
1,"F2",3,400,"Lichen","Live",1.998
1,"F2",3,400,"Attached","Wood",0
1,"F2",3,400,"Attached","Litter",0
1,"F2",3,400,"Loose","Litter",NA
1,"F2",4,400,"Erivag","BladeSheathInflCulm",0.356
1,"F2",4,400,"Erivag","Rhizome",0.25
1,"F2",4,400,"Carbig","BladeSheathInflCulm",0
1,"F2",4,400,"Carbig","Rhizome",0
1,"F2",4,400,"OtherGraminoid","BladeSheathInflCulm",0.404
1,"F2",4,400,"OtherGraminoid","Rhizome",1.829
1,"F2",4,400,"Betnan","NewLeaves",0.351
1,"F2",4,400,"Betnan","NewStems",0.066
1,"F2",4,400,"Betnan","OldStems",1.645
1,"F2",4,400,"Betnan","Inflor",0
1,"F2",4,400,"Betnan","BelowStem",4.057
1,"F2",4,400,"Salpul","NewLeaves",0
1,"F2",4,400,"Salpul","NewStems",0
1,"F2",4,400,"Salpul","OldStems",0
1,"F2",4,400,"Salpul","Inflor",0
1,"F2",4,400,"Salpul","BelowStem",0
1,"F2",4,400,"Vaculi","NewLeaves",0
1,"F2",4,400,"Vaculi","NewStems",0
1,"F2",4,400,"Vaculi","OldStems",0
1,"F2",4,400,"Vaculi","Inflor",0
1,"F2",4,400,"Vaculi","BelowStem",0
1,"F2",4,400,"OtherDeciduous","NewLeaves",0
1,"F2",4,400,"OtherDeciduous","NewStems",0
1,"F2",4,400,"OtherDeciduous","OldStems",0
1,"F2",4,400,"OtherDeciduous","Inflor",0
1,"F2",4,400,"OtherDeciduous","BelowStem",0
1,"F2",4,400,"Ledpal","NewLeaves",3.891
1,"F2",4,400,"Ledpal","NewStems",1.626
1,"F2",4,400,"Ledpal","OldLeaves",1.553
1,"F2",4,400,"Ledpal","OldStems",7.243
1,"F2",4,400,"Ledpal","Inflor",0.328
1,"F2",4,400,"Ledpal","BelowStem",16.681
1,"F2",4,400,"Vacvit","NewLeaves",0.153
1,"F2",4,400,"Vacvit","NewStems",0.025
1,"F2",4,400,"Vacvit","OldLeaves",0.592
1,"F2",4,400,"Vacvit","OldStems",0.232
1,"F2",4,400,"Vacvit","Inflor",0
1,"F2",4,400,"Vacvit","BelowStem",0.29
1,"F2",4,400,"Castet","NewStems",0
1,"F2",4,400,"Castet","OldStems",0
1,"F2",4,400,"Castet","Inflor",0
1,"F2",4,400,"Castet","BelowStem",0
1,"F2",4,400,"OtherEvergreen","NewLeaves",0
1,"F2",4,400,"OtherEvergreen","NewStems",0
1,"F2",4,400,"OtherEvergreen","OldLeaves",0
1,"F2",4,400,"OtherEvergreen","OldStems",0
1,"F2",4,400,"OtherEvergreen","Inflor",0
1,"F2",4,400,"OtherEvergreen","BelowStem",0
1,"F2",4,400,"Rubcha","LeavesStems",0.011
1,"F2",4,400,"Rubcha","InflorStalks",0
1,"F2",4,400,"Rubcha","BelowStem",1.086
1,"F2",4,400,"Petfri","LeavesStems",0
1,"F2",4,400,"Petfri","InflorStalks",0
1,"F2",4,400,"Petfri","BelowStem",0
1,"F2",4,400,"OtherForb","LeavesStems",0
1,"F2",4,400,"OtherForb","InflorStalks",0
1,"F2",4,400,"OtherForb","BelowStem",0
1,"F2",4,400,"Sphagnum","Green",0
1,"F2",4,400,"OtherMoss","Green",3.437
1,"F2",4,400,"Lichen","Live",0.678
1,"F2",4,400,"Attached","Wood",0
1,"F2",4,400,"Attached","Litter",0
1,"F2",4,400,"Loose","Litter",NA
1,"F5",1,400,"Erivag","BladeSheathInflCulm",0.542
1,"F5",1,400,"Erivag","Rhizome",0
1,"F5",1,400,"Carbig","BladeSheathInflCulm",0
1,"F5",1,400,"Carbig","Rhizome",0
1,"F5",1,400,"OtherGraminoid","BladeSheathInflCulm",NA
1,"F5",1,400,"OtherGraminoid","Rhizome",0.799
1,"F5",1,400,"Betnan","NewLeaves",0.444
1,"F5",1,400,"Betnan","NewStems",0.077
1,"F5",1,400,"Betnan","OldStems",1.657
1,"F5",1,400,"Betnan","Inflor",0
1,"F5",1,400,"Betnan","BelowStem",0.198
1,"F5",1,400,"Salpul","NewLeaves",0
1,"F5",1,400,"Salpul","NewStems",0
1,"F5",1,400,"Salpul","OldStems",0
1,"F5",1,400,"Salpul","Inflor",0
1,"F5",1,400,"Salpul","BelowStem",0
1,"F5",1,400,"Vaculi","NewLeaves",0
1,"F5",1,400,"Vaculi","NewStems",0
1,"F5",1,400,"Vaculi","OldStems",0
1,"F5",1,400,"Vaculi","Inflor",0
1,"F5",1,400,"Vaculi","BelowStem",0
1,"F5",1,400,"OtherDeciduous","NewLeaves",0
1,"F5",1,400,"OtherDeciduous","NewStems",0
1,"F5",1,400,"OtherDeciduous","OldStems",0
1,"F5",1,400,"OtherDeciduous","Inflor",0
1,"F5",1,400,"OtherDeciduous","BelowStem",0
1,"F5",1,400,"Ledpal","NewLeaves",1.664
1,"F5",1,400,"Ledpal","NewStems",0.61
1,"F5",1,400,"Ledpal","OldLeaves",1.732
1,"F5",1,400,"Ledpal","OldStems",11.926
1,"F5",1,400,"Ledpal","Inflor",0.145
1,"F5",1,400,"Ledpal","BelowStem",12.006
1,"F5",1,400,"Vacvit","NewLeaves",0.115
1,"F5",1,400,"Vacvit","NewStems",0.031
1,"F5",1,400,"Vacvit","OldLeaves",0.207
1,"F5",1,400,"Vacvit","OldStems",0.163
1,"F5",1,400,"Vacvit","Inflor",0
1,"F5",1,400,"Vacvit","BelowStem",0.16
1,"F5",1,400,"Castet","NewStems",0
1,"F5",1,400,"Castet","OldStems",0
1,"F5",1,400,"Castet","Inflor",0
1,"F5",1,400,"Castet","BelowStem",0
1,"F5",1,400,"OtherEvergreen","NewLeaves",0
