"Block","Treatment","Quad","Surface_area_cm2","Species","Tissue","Mass_g"
1,"F5",1,400,"OtherEvergreen","NewStems",0
1,"F5",1,400,"OtherEvergreen","OldLeaves",0
1,"F5",1,400,"OtherEvergreen","OldStems",0
1,"F5",1,400,"OtherEvergreen","Inflor",0
1,"F5",1,400,"OtherEvergreen","BelowStem",0
1,"F5",1,400,"Rubcha","LeavesStems",0.369
1,"F5",1,400,"Rubcha","InflorStalks",0
1,"F5",1,400,"Rubcha","BelowStem",1.084
1,"F5",1,400,"Petfri","LeavesStems",0
1,"F5",1,400,"Petfri","InflorStalks",0
1,"F5",1,400,"Petfri","BelowStem",0
1,"F5",1,400,"OtherForb","LeavesStems",0
1,"F5",1,400,"OtherForb","InflorStalks",0
1,"F5",1,400,"OtherForb","BelowStem",0
1,"F5",1,400,"Sphagnum","Green",0
1,"F5",1,400,"OtherMoss","Green",0.243
1,"F5",1,400,"Lichen","Live",0
1,"F5",1,400,"Attached","Wood",0
1,"F5",1,400,"Attached","Litter",1.758
1,"F5",1,400,"Loose","Litter",NA
1,"F5",2,400,"Erivag","BladeSheathInflCulm",0
1,"F5",2,400,"Erivag","Rhizome",0
1,"F5",2,400,"Carbig","BladeSheathInflCulm",1.503
1,"F5",2,400,"Carbig","Rhizome",0.408
1,"F5",2,400,"OtherGraminoid","BladeSheathInflCulm",0
1,"F5",2,400,"OtherGraminoid","Rhizome",0
1,"F5",2,400,"Betnan","NewLeaves",1.855
1,"F5",2,400,"Betnan","NewStems",0.382
1,"F5",2,400,"Betnan","OldStems",10.318
1,"F5",2,400,"Betnan","Inflor",0.009
1,"F5",2,400,"Betnan","BelowStem",47.042
1,"F5",2,400,"Salpul","NewLeaves",0
1,"F5",2,400,"Salpul","NewStems",0
1,"F5",2,400,"Salpul","OldStems",0
1,"F5",2,400,"Salpul","Inflor",0
1,"F5",2,400,"Salpul","BelowStem",0
1,"F5",2,400,"Vaculi","NewLeaves",0
1,"F5",2,400,"Vaculi","NewStems",0
1,"F5",2,400,"Vaculi","OldStems",0
1,"F5",2,400,"Vaculi","Inflor",0
1,"F5",2,400,"Vaculi","BelowStem",0
1,"F5",2,400,"OtherDeciduous","NewLeaves",0
1,"F5",2,400,"OtherDeciduous","NewStems",0
1,"F5",2,400,"OtherDeciduous","OldStems",0
1,"F5",2,400,"OtherDeciduous","Inflor",0
1,"F5",2,400,"OtherDeciduous","BelowStem",0
1,"F5",2,400,"Ledpal","NewLeaves",1.765
1,"F5",2,400,"Ledpal","NewStems",0.723
1,"F5",2,400,"Ledpal","OldLeaves",0.864
1,"F5",2,400,"Ledpal","OldStems",5.054
1,"F5",2,400,"Ledpal","Inflor",0.181
1,"F5",2,400,"Ledpal","BelowStem",13.61
1,"F5",2,400,"Vacvit","NewLeaves",0.01
1,"F5",2,400,"Vacvit","NewStems",0.0012
1,"F5",2,400,"Vacvit","OldLeaves",0
1,"F5",2,400,"Vacvit","OldStems",0.005
1,"F5",2,400,"Vacvit","Inflor",0
1,"F5",2,400,"Vacvit","BelowStem",0
1,"F5",2,400,"Castet","NewStems",0
1,"F5",2,400,"Castet","OldStems",0
1,"F5",2,400,"Castet","Inflor",0
1,"F5",2,400,"Castet","BelowStem",0
1,"F5",2,400,"OtherEvergreen","NewLeaves",0
1,"F5",2,400,"OtherEvergreen","NewStems",0
1,"F5",2,400,"OtherEvergreen","OldLeaves",0
1,"F5",2,400,"OtherEvergreen","OldStems",0
1,"F5",2,400,"OtherEvergreen","Inflor",0
1,"F5",2,400,"OtherEvergreen","BelowStem",0
1,"F5",2,400,"Rubcha","LeavesStems",0.195
1,"F5",2,400,"Rubcha","InflorStalks",0
1,"F5",2,400,"Rubcha","BelowStem",4.955
1,"F5",2,400,"Petfri","LeavesStems",0
1,"F5",2,400,"Petfri","InflorStalks",0
1,"F5",2,400,"Petfri","BelowStem",0
1,"F5",2,400,"OtherForb","LeavesStems",0
1,"F5",2,400,"OtherForb","InflorStalks",0
1,"F5",2,400,"OtherForb","BelowStem",0
1,"F5",2,400,"Sphagnum","Green",0
1,"F5",2,400,"OtherMoss","Green",0
1,"F5",2,400,"Lichen","Live",0.167
1,"F5",2,400,"Attached","Wood",1.607
1,"F5",2,400,"Attached","Litter",0
1,"F5",2,400,"Loose","Litter",NA
1,"F5",3,400,"Erivag","BladeSheathInflCulm",0
1,"F5",3,400,"Erivag","Rhizome",0
1,"F5",3,400,"Carbig","BladeSheathInflCulm",0.504
1,"F5",3,400,"Carbig","Rhizome",0.89
1,"F5",3,400,"OtherGraminoid","BladeSheathInflCulm",0.903
1,"F5",3,400,"OtherGraminoid","Rhizome",0.275
1,"F5",3,400,"Betnan","NewLeaves",0
1,"F5",3,400,"Betnan","NewStems",0
1,"F5",3,400,"Betnan","OldStems",0
1,"F5",3,400,"Betnan","Inflor",0
1,"F5",3,400,"Betnan","BelowStem",1.439
1,"F5",3,400,"Salpul","NewLeaves",0
1,"F5",3,400,"Salpul","NewStems",0
1,"F5",3,400,"Salpul","OldStems",0
1,"F5",3,400,"Salpul","Inflor",0
1,"F5",3,400,"Salpul","BelowStem",0
1,"F5",3,400,"Vaculi","NewLeaves",0
1,"F5",3,400,"Vaculi","NewStems",0
1,"F5",3,400,"Vaculi","OldStems",0
1,"F5",3,400,"Vaculi","Inflor",0
1,"F5",3,400,"Vaculi","BelowStem",0
1,"F5",3,400,"OtherDeciduous","NewLeaves",0.002
1,"F5",3,400,"OtherDeciduous","NewStems",0.004
1,"F5",3,400,"OtherDeciduous","OldStems",0
1,"F5",3,400,"OtherDeciduous","Inflor",0
1,"F5",3,400,"OtherDeciduous","BelowStem",0
1,"F5",3,400,"Ledpal","NewLeaves",1.005
1,"F5",3,400,"Ledpal","NewStems",0.546
1,"F5",3,400,"Ledpal","OldLeaves",1.277
1,"F5",3,400,"Ledpal","OldStems",10.745
1,"F5",3,400,"Ledpal","Inflor",0.372
1,"F5",3,400,"Ledpal","BelowStem",9.756
1,"F5",3,400,"Vacvit","NewLeaves",0.009
1,"F5",3,400,"Vacvit","NewStems",0.007
1,"F5",3,400,"Vacvit","OldLeaves",0
1,"F5",3,400,"Vacvit","OldStems",0
1,"F5",3,400,"Vacvit","Inflor",0
1,"F5",3,400,"Vacvit","BelowStem",0.465
1,"F5",3,400,"Castet","NewStems",0
1,"F5",3,400,"Castet","OldStems",0
1,"F5",3,400,"Castet","Inflor",0
1,"F5",3,400,"Castet","BelowStem",0
1,"F5",3,400,"OtherEvergreen","NewLeaves",0
1,"F5",3,400,"OtherEvergreen","NewStems",0
1,"F5",3,400,"OtherEvergreen","OldLeaves",0
1,"F5",3,400,"OtherEvergreen","OldStems",0
1,"F5",3,400,"OtherEvergreen","Inflor",0
1,"F5",3,400,"OtherEvergreen","BelowStem",0
1,"F5",3,400,"Rubcha","LeavesStems",1.736
1,"F5",3,400,"Rubcha","InflorStalks",0
1,"F5",3,400,"Rubcha","BelowStem",3.21
1,"F5",3,400,"Petfri","LeavesStems",0
1,"F5",3,400,"Petfri","InflorStalks",0
1,"F5",3,400,"Petfri","BelowStem",0
1,"F5",3,400,"OtherForb","LeavesStems",0
1,"F5",3,400,"OtherForb","InflorStalks",0
1,"F5",3,400,"OtherForb","BelowStem",0
1,"F5",3,400,"Sphagnum","Green",0
1,"F5",3,400,"OtherMoss","Green",1.33
1,"F5",3,400,"Lichen","Live",1.063
1,"F5",3,400,"Attached","Wood",0
1,"F5",3,400,"Attached","Litter",0
1,"F5",3,400,"Loose","Litter",NA
1,"F5",4,400,"Erivag","BladeSheathInflCulm",0
1,"F5",4,400,"Erivag","Rhizome",0
1,"F5",4,400,"Carbig","BladeSheathInflCulm",1.896
1,"F5",4,400,"Carbig","Rhizome",2.758
1,"F5",4,400,"OtherGraminoid","BladeSheathInflCulm",2.237
1,"F5",4,400,"OtherGraminoid","Rhizome",2.08
1,"F5",4,400,"Betnan","NewLeaves",1.81
1,"F5",4,400,"Betnan","NewStems",0.595
1,"F5",4,400,"Betnan","OldStems",4.813
1,"F5",4,400,"Betnan","Inflor",0
1,"F5",4,400,"Betnan","BelowStem",1.233
1,"F5",4,400,"Salpul","NewLeaves",0
1,"F5",4,400,"Salpul","NewStems",0
1,"F5",4,400,"Salpul","OldStems",0
1,"F5",4,400,"Salpul","Inflor",0
1,"F5",4,400,"Salpul","BelowStem",0
1,"F5",4,400,"Vaculi","NewLeaves",0
1,"F5",4,400,"Vaculi","NewStems",0
1,"F5",4,400,"Vaculi","OldStems",0
1,"F5",4,400,"Vaculi","Inflor",0
1,"F5",4,400,"Vaculi","BelowStem",0
1,"F5",4,400,"OtherDeciduous","NewLeaves",0
1,"F5",4,400,"OtherDeciduous","NewStems",0
1,"F5",4,400,"OtherDeciduous","OldStems",0
1,"F5",4,400,"OtherDeciduous","Inflor",0
1,"F5",4,400,"OtherDeciduous","BelowStem",0
1,"F5",4,400,"Ledpal","NewLeaves",0.283
1,"F5",4,400,"Ledpal","NewStems",0.171
1,"F5",4,400,"Ledpal","OldLeaves",0.209
1,"F5",4,400,"Ledpal","OldStems",1.366
1,"F5",4,400,"Ledpal","Inflor",0.241
1,"F5",4,400,"Ledpal","BelowStem",0
1,"F5",4,400,"Vacvit","NewLeaves",0.014
1,"F5",4,400,"Vacvit","NewStems",0.002
1,"F5",4,400,"Vacvit","OldLeaves",0.146
1,"F5",4,400,"Vacvit","OldStems",0.066
1,"F5",4,400,"Vacvit","Inflor",0
1,"F5",4,400,"Vacvit","BelowStem",0.576
1,"F5",4,400,"Castet","NewStems",0
1,"F5",4,400,"Castet","OldStems",0
1,"F5",4,400,"Castet","Inflor",0
1,"F5",4,400,"Castet","BelowStem",0
1,"F5",4,400,"OtherEvergreen","NewLeaves",0
1,"F5",4,400,"OtherEvergreen","NewStems",0
1,"F5",4,400,"OtherEvergreen","OldLeaves",0
1,"F5",4,400,"OtherEvergreen","OldStems",0
1,"F5",4,400,"OtherEvergreen","Inflor",0
1,"F5",4,400,"OtherEvergreen","BelowStem",0
1,"F5",4,400,"Rubcha","LeavesStems",1.474
1,"F5",4,400,"Rubcha","InflorStalks",0
1,"F5",4,400,"Rubcha","BelowStem",3.977
1,"F5",4,400,"Petfri","LeavesStems",0
1,"F5",4,400,"Petfri","InflorStalks",0
1,"F5",4,400,"Petfri","BelowStem",0
1,"F5",4,400,"OtherForb","LeavesStems",0
1,"F5",4,400,"OtherForb","InflorStalks",0
1,"F5",4,400,"OtherForb","BelowStem",0
1,"F5",4,400,"Sphagnum","Green",0
1,"F5",4,400,"OtherMoss","Green",2.993
1,"F5",4,400,"Lichen","Live",0.667
1,"F5",4,400,"Attached","Wood",0
1,"F5",4,400,"Attached","Litter",0
1,"F5",4,400,"Loose","Litter",NA
1,"F10",1,400,"Erivag","BladeSheathInflCulm",0.898
1,"F10",1,400,"Erivag","Rhizome",1.049
1,"F10",1,400,"Carbig","BladeSheathInflCulm",0
1,"F10",1,400,"Carbig","Rhizome",0
1,"F10",1,400,"OtherGraminoid","BladeSheathInflCulm",0.328
1,"F10",1,400,"OtherGraminoid","Rhizome",0.474
1,"F10",1,400,"Betnan","NewLeaves",4.083
1,"F10",1,400,"Betnan","NewStems",2.013
1,"F10",1,400,"Betnan","OldStems",6.404
1,"F10",1,400,"Betnan","Inflor",0
1,"F10",1,400,"Betnan","BelowStem",1.997
1,"F10",1,400,"Salpul","NewLeaves",0
1,"F10",1,400,"Salpul","NewStems",0
1,"F10",1,400,"Salpul","OldStems",0
1,"F10",1,400,"Salpul","Inflor",0
1,"F10",1,400,"Salpul","BelowStem",0
1,"F10",1,400,"Vaculi","NewLeaves",0
1,"F10",1,400,"Vaculi","NewStems",0
1,"F10",1,400,"Vaculi","OldStems",0
1,"F10",1,400,"Vaculi","Inflor",0
1,"F10",1,400,"Vaculi","BelowStem",0
1,"F10",1,400,"OtherDeciduous","NewLeaves",0
1,"F10",1,400,"OtherDeciduous","NewStems",0
1,"F10",1,400,"OtherDeciduous","OldStems",0
1,"F10",1,400,"OtherDeciduous","Inflor",0
1,"F10",1,400,"OtherDeciduous","BelowStem",0
1,"F10",1,400,"Ledpal","NewLeaves",0.047
1,"F10",1,400,"Ledpal","NewStems",0.01
1,"F10",1,400,"Ledpal","OldLeaves",0
1,"F10",1,400,"Ledpal","OldStems",0.12
1,"F10",1,400,"Ledpal","Inflor",0
1,"F10",1,400,"Ledpal","BelowStem",0
1,"F10",1,400,"Vacvit","NewLeaves",0
1,"F10",1,400,"Vacvit","NewStems",0
1,"F10",1,400,"Vacvit","OldLeaves",0
1,"F10",1,400,"Vacvit","OldStems",0
1,"F10",1,400,"Vacvit","Inflor",0
1,"F10",1,400,"Vacvit","BelowStem",0
1,"F10",1,400,"Castet","NewStems",0
1,"F10",1,400,"Castet","OldStems",0
1,"F10",1,400,"Castet","Inflor",0
1,"F10",1,400,"Castet","BelowStem",0
1,"F10",1,400,"OtherEvergreen","NewLeaves",0
1,"F10",1,400,"OtherEvergreen","NewStems",0
1,"F10",1,400,"OtherEvergreen","OldLeaves",0
1,"F10",1,400,"OtherEvergreen","OldStems",0
1,"F10",1,400,"OtherEvergreen","Inflor",0
1,"F10",1,400,"OtherEvergreen","BelowStem",0
1,"F10",1,400,"Rubcha","LeavesStems",1.47
1,"F10",1,400,"Rubcha","InflorStalks",0
1,"F10",1,400,"Rubcha","BelowStem",2.627
1,"F10",1,400,"Petfri","LeavesStems",0
1,"F10",1,400,"Petfri","InflorStalks",0
1,"F10",1,400,"Petfri","BelowStem",0
1,"F10",1,400,"OtherForb","LeavesStems",0
1,"F10",1,400,"OtherForb","InflorStalks",0
1,"F10",1,400,"OtherForb","BelowStem",0
1,"F10",1,400,"Sphagnum","Green",0
1,"F10",1,400,"OtherMoss","Green",0
1,"F10",1,400,"Lichen","Live",0
1,"F10",1,400,"Attached","Wood",0.934
1,"F10",1,400,"Attached","Litter",2.538
1,"F10",1,400,"Loose","Litter",1.183
1,"F10",2,400,"Erivag","BladeSheathInflCulm",0
1,"F10",2,400,"Erivag","Rhizome",0
1,"F10",2,400,"Carbig","BladeSheathInflCulm",0
1,"F10",2,400,"Carbig","Rhizome",0
1,"F10",2,400,"OtherGraminoid","BladeSheathInflCulm",0.396
1,"F10",2,400,"OtherGraminoid","Rhizome",0.86
1,"F10",2,400,"Betnan","NewLeaves",5.744
1,"F10",2,400,"Betnan","NewStems",1.064
1,"F10",2,400,"Betnan","OldStems",26.616
1,"F10",2,400,"Betnan","Inflor",0.719
1,"F10",2,400,"Betnan","BelowStem",2.613
1,"F10",2,400,"Salpul","NewLeaves",0
1,"F10",2,400,"Salpul","NewStems",0
1,"F10",2,400,"Salpul","OldStems",0
1,"F10",2,400,"Salpul","Inflor",0
1,"F10",2,400,"Salpul","BelowStem",0
1,"F10",2,400,"Vaculi","NewLeaves",0
1,"F10",2,400,"Vaculi","NewStems",0
1,"F10",2,400,"Vaculi","OldStems",0
1,"F10",2,400,"Vaculi","Inflor",0
1,"F10",2,400,"Vaculi","BelowStem",0
1,"F10",2,400,"OtherDeciduous","NewLeaves",0
1,"F10",2,400,"OtherDeciduous","NewStems",0
1,"F10",2,400,"OtherDeciduous","OldStems",0
1,"F10",2,400,"OtherDeciduous","Inflor",0
1,"F10",2,400,"OtherDeciduous","BelowStem",0
1,"F10",2,400,"Ledpal","NewLeaves",0.007
1,"F10",2,400,"Ledpal","NewStems",0.005
1,"F10",2,400,"Ledpal","OldLeaves",0
1,"F10",2,400,"Ledpal","OldStems",0
1,"F10",2,400,"Ledpal","Inflor",0
1,"F10",2,400,"Ledpal","BelowStem",0.097
1,"F10",2,400,"Vacvit","NewLeaves",0
1,"F10",2,400,"Vacvit","NewStems",0
1,"F10",2,400,"Vacvit","OldLeaves",0
1,"F10",2,400,"Vacvit","OldStems",0
1,"F10",2,400,"Vacvit","Inflor",0
1,"F10",2,400,"Vacvit","BelowStem",0
1,"F10",2,400,"Castet","NewStems",0
1,"F10",2,400,"Castet","OldStems",0
1,"F10",2,400,"Castet","Inflor",0
1,"F10",2,400,"Castet","BelowStem",0
1,"F10",2,400,"OtherEvergreen","NewLeaves",0
1,"F10",2,400,"OtherEvergreen","NewStems",0
1,"F10",2,400,"OtherEvergreen","OldLeaves",0
1,"F10",2,400,"OtherEvergreen","OldStems",0
1,"F10",2,400,"OtherEvergreen","Inflor",0
1,"F10",2,400,"OtherEvergreen","BelowStem",0
1,"F10",2,400,"Rubcha","LeavesStems",2.903
1,"F10",2,400,"Rubcha","InflorStalks",0.013
1,"F10",2,400,"Rubcha","BelowStem",7.658
1,"F10",2,400,"Petfri","LeavesStems",0
1,"F10",2,400,"Petfri","InflorStalks",0
1,"F10",2,400,"Petfri","BelowStem",0
1,"F10",2,400,"OtherForb","LeavesStems",0
1,"F10",2,400,"OtherForb","InflorStalks",0
1,"F10",2,400,"OtherForb","BelowStem",0
1,"F10",2,400,"Sphagnum","Green",0
1,"F10",2,400,"OtherMoss","Green",0
1,"F10",2,400,"Lichen","Live",0
1,"F10",2,400,"Attached","Wood",6.572
1,"F10",2,400,"Attached","Litter",2.4
1,"F10",2,400,"Loose","Litter",NA
1,"F10",3,400,"Erivag","BladeSheathInflCulm",0.296
1,"F10",3,400,"Erivag","Rhizome",0.322
1,"F10",3,400,"Carbig","BladeSheathInflCulm",0
1,"F10",3,400,"Carbig","Rhizome",0
1,"F10",3,400,"OtherGraminoid","BladeSheathInflCulm",0
1,"F10",3,400,"OtherGraminoid","Rhizome",0
1,"F10",3,400,"Betnan","NewLeaves",0.584
1,"F10",3,400,"Betnan","NewStems",0.094
1,"F10",3,400,"Betnan","OldStems",6.791
1,"F10",3,400,"Betnan","Inflor",0
1,"F10",3,400,"Betnan","BelowStem",8.568
1,"F10",3,400,"Salpul","NewLeaves",0
1,"F10",3,400,"Salpul","NewStems",0
1,"F10",3,400,"Salpul","OldStems",0
1,"F10",3,400,"Salpul","Inflor",0
1,"F10",3,400,"Salpul","BelowStem",0
1,"F10",3,400,"Vaculi","NewLeaves",0
1,"F10",3,400,"Vaculi","NewStems",0
1,"F10",3,400,"Vaculi","OldStems",0
1,"F10",3,400,"Vaculi","Inflor",0
1,"F10",3,400,"Vaculi","BelowStem",0
1,"F10",3,400,"OtherDeciduous","NewLeaves",0
1,"F10",3,400,"OtherDeciduous","NewStems",0
1,"F10",3,400,"OtherDeciduous","OldStems",0
1,"F10",3,400,"OtherDeciduous","Inflor",0
1,"F10",3,400,"OtherDeciduous","BelowStem",0
1,"F10",3,400,"Ledpal","NewLeaves",0.62
1,"F10",3,400,"Ledpal","NewStems",0.195
1,"F10",3,400,"Ledpal","OldLeaves",0.601
1,"F10",3,400,"Ledpal","OldStems",3.95
1,"F10",3,400,"Ledpal","Inflor",0.246
1,"F10",3,400,"Ledpal","BelowStem",1.342
1,"F10",3,400,"Vacvit","NewLeaves",0
1,"F10",3,400,"Vacvit","NewStems",0
1,"F10",3,400,"Vacvit","OldLeaves",0
1,"F10",3,400,"Vacvit","OldStems",0
1,"F10",3,400,"Vacvit","Inflor",0
1,"F10",3,400,"Vacvit","BelowStem",0
1,"F10",3,400,"Castet","NewStems",0
1,"F10",3,400,"Castet","OldStems",0
1,"F10",3,400,"Castet","Inflor",0
1,"F10",3,400,"Castet","BelowStem",0
1,"F10",3,400,"OtherEvergreen","NewLeaves",0
1,"F10",3,400,"OtherEvergreen","NewStems",0
1,"F10",3,400,"OtherEvergreen","OldLeaves",0
1,"F10",3,400,"OtherEvergreen","OldStems",0
1,"F10",3,400,"OtherEvergreen","Inflor",0
1,"F10",3,400,"OtherEvergreen","BelowStem",0
1,"F10",3,400,"Rubcha","LeavesStems",6.791
1,"F10",3,400,"Rubcha","InflorStalks",0.202
1,"F10",3,400,"Rubcha","BelowStem",17.416
1,"F10",3,400,"Petfri","LeavesStems",0
1,"F10",3,400,"Petfri","InflorStalks",0
1,"F10",3,400,"Petfri","BelowStem",0
1,"F10",3,400,"OtherForb","LeavesStems",0
1,"F10",3,400,"OtherForb","InflorStalks",0
1,"F10",3,400,"OtherForb","BelowStem",0
1,"F10",3,400,"Sphagnum","Green",0
1,"F10",3,400,"OtherMoss","Green",0
1,"F10",3,400,"Lichen","Live",0
1,"F10",3,400,"Attached","Wood",0
1,"F10",3,400,"Attached","Litter",0.2
1,"F10",3,400,"Loose","Litter",2.042
1,"F10",4,400,"Erivag","BladeSheathInflCulm",0.084
1,"F10",4,400,"Erivag","Rhizome",0
1,"F10",4,400,"Carbig","BladeSheathInflCulm",0
1,"F10",4,400,"Carbig","Rhizome",0
1,"F10",4,400,"OtherGraminoid","BladeSheathInflCulm",0.545
1,"F10",4,400,"OtherGraminoid","Rhizome",0.706
1,"F10",4,400,"Betnan","NewLeaves",2.255
1,"F10",4,400,"Betnan","NewStems",0.485
1,"F10",4,400,"Betnan","OldStems",4.755
1,"F10",4,400,"Betnan","Inflor",0.345
1,"F10",4,400,"Betnan","BelowStem",0
1,"F10",4,400,"Salpul","NewLeaves",0
1,"F10",4,400,"Salpul","NewStems",0
1,"F10",4,400,"Salpul","OldStems",0
1,"F10",4,400,"Salpul","Inflor",0
1,"F10",4,400,"Salpul","BelowStem",0
1,"F10",4,400,"Vaculi","NewLeaves",0
1,"F10",4,400,"Vaculi","NewStems",0
1,"F10",4,400,"Vaculi","OldStems",0
1,"F10",4,400,"Vaculi","Inflor",0
1,"F10",4,400,"Vaculi","BelowStem",0
1,"F10",4,400,"OtherDeciduous","NewLeaves",0
1,"F10",4,400,"OtherDeciduous","NewStems",0
1,"F10",4,400,"OtherDeciduous","OldStems",0
1,"F10",4,400,"OtherDeciduous","Inflor",0
1,"F10",4,400,"OtherDeciduous","BelowStem",0
1,"F10",4,400,"Ledpal","NewLeaves",0
1,"F10",4,400,"Ledpal","NewStems",0
1,"F10",4,400,"Ledpal","OldLeaves",0
1,"F10",4,400,"Ledpal","OldStems",0
1,"F10",4,400,"Ledpal","Inflor",0
1,"F10",4,400,"Ledpal","BelowStem",0
1,"F10",4,400,"Vacvit","NewLeaves",0
1,"F10",4,400,"Vacvit","NewStems",0
1,"F10",4,400,"Vacvit","OldLeaves",0
1,"F10",4,400,"Vacvit","OldStems",0
1,"F10",4,400,"Vacvit","Inflor",0
1,"F10",4,400,"Vacvit","BelowStem",0
1,"F10",4,400,"Castet","NewStems",0
1,"F10",4,400,"Castet","OldStems",0
1,"F10",4,400,"Castet","Inflor",0
1,"F10",4,400,"Castet","BelowStem",0
1,"F10",4,400,"OtherEvergreen","NewLeaves",0
1,"F10",4,400,"OtherEvergreen","NewStems",0
1,"F10",4,400,"OtherEvergreen","OldLeaves",0
1,"F10",4,400,"OtherEvergreen","OldStems",0
1,"F10",4,400,"OtherEvergreen","Inflor",0
1,"F10",4,400,"OtherEvergreen","BelowStem",0
1,"F10",4,400,"Rubcha","LeavesStems",2.971
1,"F10",4,400,"Rubcha","InflorStalks",0.064
1,"F10",4,400,"Rubcha","BelowStem",6.529
1,"F10",4,400,"Petfri","LeavesStems",0
1,"F10",4,400,"Petfri","InflorStalks",0
1,"F10",4,400,"Petfri","BelowStem",0
1,"F10",4,400,"OtherForb","LeavesStems",0
1,"F10",4,400,"OtherForb","InflorStalks",0
1,"F10",4,400,"OtherForb","BelowStem",0
1,"F10",4,400,"Sphagnum","Green",0
1,"F10",4,400,"OtherMoss","Green",0
1,"F10",4,400,"Lichen","Live",0
1,"F10",4,400,"Attached","Wood",1.865
1,"F10",4,400,"Attached","Litter",2.979
1,"F10",4,400,"Loose","Litter",NA
2,"CT",1,400,"Erivag","BladeSheathInflCulm",0.011
2,"CT",1,400,"Erivag","Rhizome",0.131
2,"CT",1,400,"Carbig","BladeSheathInflCulm",0.372
2,"CT",1,400,"Carbig","Rhizome",0.832
2,"CT",1,400,"OtherGraminoid","BladeSheathInflCulm",0.059
2,"CT",1,400,"OtherGraminoid","Rhizome",0.039
2,"CT",1,400,"Betnan","NewLeaves",0
2,"CT",1,400,"Betnan","NewStems",0
2,"CT",1,400,"Betnan","OldStems",0
2,"CT",1,400,"Betnan","Inflor",0
2,"CT",1,400,"Betnan","BelowStem",1.049
2,"CT",1,400,"Salpul","NewLeaves",0
2,"CT",1,400,"Salpul","NewStems",0
2,"CT",1,400,"Salpul","OldStems",0
2,"CT",1,400,"Salpul","Inflor",0
2,"CT",1,400,"Salpul","BelowStem",0
2,"CT",1,400,"Vaculi","NewLeaves",0
2,"CT",1,400,"Vaculi","NewStems",0
2,"CT",1,400,"Vaculi","OldStems",0
2,"CT",1,400,"Vaculi","Inflor",0
2,"CT",1,400,"Vaculi","BelowStem",0
2,"CT",1,400,"OtherDeciduous","NewLeaves",0
2,"CT",1,400,"OtherDeciduous","NewStems",0
2,"CT",1,400,"OtherDeciduous","OldStems",0
2,"CT",1,400,"OtherDeciduous","Inflor",0
2,"CT",1,400,"OtherDeciduous","BelowStem",0
2,"CT",1,400,"Ledpal","NewLeaves",0.103
2,"CT",1,400,"Ledpal","NewStems",0.022
2,"CT",1,400,"Ledpal","OldLeaves",0.012
2,"CT",1,400,"Ledpal","OldStems",0.19
2,"CT",1,400,"Ledpal","Inflor",0.034
2,"CT",1,400,"Ledpal","BelowStem",0
2,"CT",1,400,"Vacvit","NewLeaves",0.284
2,"CT",1,400,"Vacvit","NewStems",0.07
2,"CT",1,400,"Vacvit","OldLeaves",0.357
2,"CT",1,400,"Vacvit","OldStems",0.178
2,"CT",1,400,"Vacvit","Inflor",0.151
2,"CT",1,400,"Vacvit","BelowStem",2.53
2,"CT",1,400,"Castet","NewStems",0
2,"CT",1,400,"Castet","OldStems",0
2,"CT",1,400,"Castet","Inflor",0
2,"CT",1,400,"Castet","BelowStem",0
2,"CT",1,400,"OtherEvergreen","NewLeaves",0.024
2,"CT",1,400,"OtherEvergreen","NewStems",0.08
2,"CT",1,400,"OtherEvergreen","OldLeaves",0.049
2,"CT",1,400,"OtherEvergreen","OldStems",0.021
2,"CT",1,400,"OtherEvergreen","Inflor",0
2,"CT",1,400,"OtherEvergreen","BelowStem",0
2,"CT",1,400,"Rubcha","LeavesStems",0
2,"CT",1,400,"Rubcha","InflorStalks",0
2,"CT",1,400,"Rubcha","BelowStem",0.259
2,"CT",1,400,"Petfri","LeavesStems",0
2,"CT",1,400,"Petfri","InflorStalks",0
2,"CT",1,400,"Petfri","BelowStem",0
2,"CT",1,400,"OtherForb","LeavesStems",0
2,"CT",1,400,"OtherForb","InflorStalks",0
2,"CT",1,400,"OtherForb","BelowStem",0
2,"CT",1,400,"Sphagnum","Green",0
2,"CT",1,400,"OtherMoss","Green",1.246
2,"CT",1,400,"Lichen","Live",2.265
2,"CT",1,400,"Attached","Wood",0
2,"CT",1,400,"Attached","Litter",0
2,"CT",1,400,"Loose","Litter",NA
2,"CT",2,400,"Erivag","BladeSheathInflCulm",1.455
2,"CT",2,400,"Erivag","Rhizome",0.462
2,"CT",2,400,"Carbig","BladeSheathInflCulm",0
2,"CT",2,400,"Carbig","Rhizome",0
2,"CT",2,400,"OtherGraminoid","BladeSheathInflCulm",0
2,"CT",2,400,"OtherGraminoid","Rhizome",0
2,"CT",2,400,"Betnan","NewLeaves",0.747
2,"CT",2,400,"Betnan","NewStems",0
2,"CT",2,400,"Betnan","OldStems",4.373
2,"CT",2,400,"Betnan","Inflor",0.018
2,"CT",2,400,"Betnan","BelowStem",7.862
2,"CT",2,400,"Salpul","NewLeaves",0
2,"CT",2,400,"Salpul","NewStems",0
2,"CT",2,400,"Salpul","OldStems",0
2,"CT",2,400,"Salpul","Inflor",0
2,"CT",2,400,"Salpul","BelowStem",0
2,"CT",2,400,"Vaculi","NewLeaves",0
2,"CT",2,400,"Vaculi","NewStems",0
2,"CT",2,400,"Vaculi","OldStems",0
2,"CT",2,400,"Vaculi","Inflor",0
